0.02995	4
0.032975	9
0.0358	3
0.036	11
0.036275	0
0.036275	1
0.036925	17
0.037775	10
0.03915	16
0.04055	15
0.040925	6
0.04275	7
0.044725	14
0.045875	5
0.04645	18
0.04765	12
0.0512	8
0.05205	2
0.05455	13
0.05955	19
0.07075	10
0.073475	9
0.0802	16
0.081975	15
0.082	11
0.08215	0
0.0824	7
0.083475	18
0.084075	17
0.086475	1
0.08735	3
0.088275	6
0.088475	4
0.092175	14
0.094675	13
0.095075	5
0.102675	2
0.10375	19
0.1054	12
0.107475	8
0.111575	9
0.117	0
0.118775	18
0.1197	4
0.122	10
0.127	17
0.1285	5
0.129725	13
0.129975	6
0.13075	7
0.13325	11
0.13355	3
0.134775	16
0.13695	15
0.1443	1
0.149375	12
0.1509	2
0.152125	19
0.153225	14
0.157625	9
0.162175	18
0.16585	0
0.167025	4
0.16795	10
0.168	8
0.168875	11
0.169	17
0.172275	5
0.17695	6
0.1771	3
0.177275	15
0.182175	7
0.183625	13
0.185325	1
0.19075	16
0.19135	9
0.194575	2
0.195125	12
0.199425	19
0.20015	18
0.207075	4
0.20855	14
0.2107	10
0.21185	11
0.21265	8
0.213725	17
0.214075	6
0.215775	13
0.216775	5
0.219675	0
0.219975	7
0.22405	15
0.22625	3
0.228775	2
0.229	1
0.234575	16
0.23585	9
0.240575	18
0.240675	12
0.245375	14
0.246525	19
0.248675	6
0.2537	13
0.2541	10
0.25695	5
0.25775	4
0.25845	8
0.260275	11
0.26215	17
0.26445	7
0.2671	3
0.268575	0
0.26905	15
0.2725	2
0.278975	1
0.28175	14
0.2832	16
0.2855	9
0.288	18
0.289775	12
0.2917	13
0.29915	19
0.30085	4
0.301375	11
0.304175	8
0.3051	0
0.306175	7
0.307625	10
0.309225	5
0.314125	6
0.3146	15
0.320625	17
0.3208	16
0.3213	18
0.323775	1
0.324	3
0.326975	2
0.3278	14
0.329125	12
0.3362	13
0.336925	9
0.34085	8
0.343025	19
0.34895	0
0.349925	5
0.35155	4
0.3547	7
0.354725	11
0.3567	18
0.3571	10
0.364025	12
0.36505	6
0.36685	17
0.368375	1
0.36985	15
0.370975	13
0.374675	19
0.37555	9
0.377875	16
0.3784	3
0.379925	14
0.38305	2
0.387325	5
0.390725	7
0.39645	10
0.398975	18
0.4081	8
0.4119	12
0.412125	1
0.413175	4
0.415275	11
0.416875	13
0.41705	19
0.417075	9
0.42105	16
0.421875	6
0.422225	15
0.422725	0
0.427425	3
0.428425	14
0.4295	17
0.43355	5
0.44355	2
0.444075	10
0.45055	4
0.45095	8
0.45165	7
0.452025	1
0.453275	9
0.45615	19
0.45785	18
0.458425	13
0.459025	6
0.460425	11
0.470075	0
0.47075	15
0.47215	14
0.472375	16
0.4759	5
0.47765	17
0.477875	3
0.47895	12
0.48305	10
0.48445	4
0.491	19
0.49145	8
0.4918	2
0.4928	13
0.493	1
0.497175	7
0.49775	9
0.5006	18
0.5028	6
0.5112	16
0.516425	11
0.5174	3
0.517825	15
0.521175	10
0.524475	5
0.524925	13
0.52605	4
0.52945	17
0.5302	14
0.534375	0
0.53715	12
0.537925	8
0.53935	19
0.539825	1
0.5409	9
0.543625	7
0.545825	2
0.554375	11
0.5567	6
0.559225	5
0.5594	3
0.561	18
0.5617	16
0.5629	15
0.568925	17
0.57225	4
0.573325	10
0.575025	14
0.57685	0
0.578375	13
0.5796	9
0.57985	8
0.580625	12
0.58095	7
0.584175	1
0.587325	19
0.595675	6
0.599325	18
0.600125	11
0.6026	5
0.60725	15
0.6106	17
0.61285	2
0.616575	3
0.616725	10
0.616975	16
0.619725	0
0.619875	14
0.620775	4
0.6219	9
0.621975	7
0.6225	12
0.6237	1
0.624	13
0.6317	6
0.6371	8
0.638725	18
0.647	2
0.6483	5
0.648475	11
0.649225	19
0.652125	10
0.65275	14
0.6536	16
0.658375	3
0.66105	9
0.6613	17
0.663925	7
0.6686	15
0.67245	1
0.67255	0
0.67605	12
0.676925	13
0.677725	18
0.681225	11
0.6832	4
0.683375	5
0.685675	19
0.686475	16
0.689225	14
0.6946	2
0.695225	6
0.700525	9
0.70065	10
0.7029	3
0.70665	0
0.707825	7
0.7126	18
0.71455	12
0.717375	8
0.71865	15
0.7194	17
0.724825	19
0.728075	4
0.730725	5
0.731225	14
0.731725	11
0.735425	16
0.7365	1
0.7365	10
0.739525	13
0.741525	2
0.74535	0
0.7509	9
0.75525	18
0.755675	6
0.75975	3
0.7599	19
0.760725	7
0.766225	12
0.766725	11
0.769225	5
0.7708	15
0.771975	4
0.776	17
0.776275	14
0.7766	8
0.784	13
0.784275	2
0.78535	10
0.785475	1
0.791525	0
0.791525	18
0.79155	9
0.7969	16
0.80105	11
0.808	6
0.81045	3
0.810525	7
0.8128	17
0.813125	19
0.819625	5
0.820675	2
0.8207	8
0.8216	12
0.82225	10
0.8228	15
0.82635	14
0.8265	1
0.83005	9
0.83665	13
0.83815	0
0.83975	4
0.8456	18
0.850275	16
0.852075	6
0.852325	7
0.85315	19
0.85435	3
0.8574	8
0.861775	11
0.8621	10
0.863125	5
0.863625	12
0.86495	9
0.8675	15
0.867925	2
0.869125	1
0.87285	17
0.874	14
0.878625	0
0.88405	13
0.88415	4
0.8854	18
0.891825	7
0.8955	3
0.8956	12
0.8961	16
0.89855	19
0.899375	10
0.900125	8
0.90165	5
0.90555	6
0.9079	15
0.912875	11
0.915425	9
0.915525	0
0.92145	17
0.9264	13
0.92985	2
0.932325	18
0.9324	14
0.933125	7
0.933325	1
0.936325	10
0.937575	4
0.940125	5
0.941825	6
0.9431	12
0.944025	19
0.945925	8
0.946525	3
0.94765	16
0.94875	11
0.954425	15
0.956075	0
0.95665	9
0.96915	18
0.971675	17
0.978675	14
0.978725	12
0.979425	13
0.981375	6
0.982325	1
0.982975	19
0.983225	10
0.983225	16
0.985375	3
0.985625	7
0.98655	5
0.98865	2
0.99005	4
0.99515	11
0.9956	15
0.99615	8
0.997175	9
